3026.540000,-0.000064
3056.620000,-0.000011
3086.710000,0.000012
3116.790000,-0.000006
3146.870000,-0.000008
3176.940000,-0.000002
3207.020000,-0.000003
3237.090000,-0.000003
3267.160000,0.000001
3296.650000,-0.000002
3326.720000,-0.000003
3356.780000,-0.000007
3386.830000,-0.000005
3416.890000,-0.000006
3446.940000,-0.000003
3476.990000,-0.000001
3507.030000,-0.000001
3537.070000,0.000001
3567.110000,-0.000002
3597.150000,-0.000001
3627.180000,-0.000001
3657.210000,-0.000002
3687.240000,0.000001
3717.260000,0.000001
3747.280000,0.000001
3777.300000,-0.000001
3807.880000,-0.000001
3837.890000,0.000000
3867.890000,0.000001
3897.900000,0.000000
3927.900000,0.000002
3957.900000,0.000003
3987.890000,0.000037
4017.880000,0.000046
4047.870000,0.000048
4077.850000,0.000044
4107.830000,0.000064
4137.810000,0.000072
4168.340000,0.000079
4198.310000,0.000080
4228.280000,0.000067
4258.240000,0.000073
4288.200000,0.000080
4318.150000,0.000086
4348.100000,0.000086
4378.620000,0.000088
4408.560000,0.000088
4438.500000,0.000091
4468.440000,0.000098
4498.370000,0.000095
4528.300000,0.000081
4558.780000,0.000070
4588.700000,0.000076
4618.620000,0.000089
4648.530000,0.000088
4679.010000,0.000084
4708.910000,0.000088
4738.810000,0.000094
4768.710000,0.000089
4799.160000,0.000082
4829.050000,0.000088
4858.940000,0.000094
4888.820000,0.000093
4919.250000,0.000085
4949.130000,0.000085
4978.990000,0.000090
5009.420000,0.000106
5039.280000,0.000125
5069.130000,0.000138
5099.540000,0.000137
5129.390000,0.000145
5159.230000,0.000159
5189.630000,0.000191
5219.460000,0.000242
5249.290000,0.000341
5279.670000,0.000566
5309.490000,0.001060
5339.870000,0.002115
5369.680000,0.004190
5399.480000,0.007665
5429.840000,0.013279
5459.640000,0.022839
5489.990000,0.041861
5519.770000,0.079707
5550.120000,0.148332
5579.890000,0.255547
5610.230000,0.370723
5639.990000,0.462719
5670.320000,0.539341
5700.070000,0.607400
5730.380000,0.664278
5760.130000,0.696463
5790.430000,0.706881
5820.170000,0.707686
5850.460000,0.709992
5880.190000,0.712314
5910.470000,0.715124
5940.190000,0.715387
5970.460000,0.715076
6000.730000,0.718574
6030.430000,0.724343
6060.680000,0.730524
6090.380000,0.731695
6120.620000,0.727404
6150.860000,0.718528
6180.530000,0.708521
6210.760000,0.699744
6240.990000,0.692140
6270.640000,0.689226
6300.860000,0.690407
6331.060000,0.694185
6360.710000,0.700074
6390.900000,0.705490
6421.090000,0.707229
6451.280000,0.702102
6480.900000,0.694661
6511.070000,0.688619
6541.230000,0.685857
6571.390000,0.685326
6600.990000,0.688023
6631.140000,0.689735
6661.290000,0.687916
6691.420000,0.683672
6721.550000,0.676816
6751.680000,0.673986
6781.240000,0.674856
6811.360000,0.679527
6841.460000,0.682324
6871.570000,0.673960
6901.660000,0.635217
6931.750000,0.544899
6961.830000,0.409353
6991.910000,0.275431
7021.980000,0.181738
7052.050000,0.126463
7082.110000,0.100438
7112.160000,0.095920
7142.200000,0.101970
7172.240000,0.078629
7202.280000,0.030574
7232.300000,0.008680
7262.320000,0.002814
7292.340000,0.001086
7322.340000,0.000474
7352.350000,0.000227
7382.340000,0.000117
7412.330000,0.000060
7442.310000,0.000034
7472.280000,0.000021
7502.250000,0.000014
7532.210000,0.000002
7562.720000,0.000002
7592.670000,0.000002
7622.610000,0.000001
7652.540000,0.000001
7682.470000,0.000001
7712.940000,0.000001
7742.860000,0.000001
7772.770000,0.000001
7802.660000,0.000000
7833.110000,0.000000
7863.000000,0.000001
7892.880000,0.000001
7922.750000,0.000001
7953.160000,0.000001
7983.020000,0.000000
8012.870000,0.000000
8043.270000,0.000000
8073.100000,0.000000
8103.480000,0.000000
8133.310000,0.000000
8163.120000,0.000000
8193.480000,0.000000
8223.280000,0.000000
8253.620000,0.000000
8283.410000,0.000000
8313.740000,0.000000
8343.510000,0.000000
8373.820000,0.000000
8403.570000,0.000000
8433.870000,0.000000
8463.610000,0.000000
8493.890000,0.000000
8523.620000,0.000000
8553.890000,0.000000
8583.590000,0.000000
8613.850000,0.000000
8644.090000,0.000000
8673.780000,0.000000
8704.000000,0.000000
8734.220000,0.000001
8763.890000,0.000000
8794.090000,0.000000
8824.280000,0.000000
8854.470000,0.000000
8884.100000,0.000000
8914.270000,0.000001
8944.440000,0.000000
8974.590000,0.000000
9004.190000,0.000001
9034.330000,0.000000
9064.460000,0.000000
9094.580000,0.000000
9124.690000,0.000000
9154.800000,0.000000
9184.890000,0.000000
9214.430000,0.000000
9244.510000,0.000000
9274.580000,0.000000
9304.650000,0.000000
9334.700000,0.000000
9364.750000,0.000000
9394.780000,0.000000
9424.810000,0.000000
9454.830000,0.000000
9484.840000,0.000000
9514.840000,0.000000
9545.380000,0.000000
9575.370000,0.000000
9605.340000,0.000000
9635.310000,0.000000
9665.260000,0.000000
9695.210000,0.000000
9725.150000,0.000000
9755.630000,0.000000
9785.550000,0.000000
9815.460000,0.000000
9845.370000,0.000000
9875.800000,0.000000
9905.690000,0.000000
9935.560000,0.000000
9965.430000,0.000000
9995.830000,0.000000
10025.700000,0.000000
10055.500000,0.000000
10085.900000,0.000000
10115.700000,0.000000
10146.100000,0.000000
10175.900000,0.000000
10206.200000,0.000000
10236.000000,0.000000
10266.300000,0.000000
10296.100000,0.000000
10326.400000,0.000000
10356.100000,0.000000
10386.400000,0.000000
10416.100000,0.000000
10446.400000,0.000000
10476.600000,0.000000
10506.300000,0.000000
10536.500000,0.000000
10566.200000,0.000000
10596.400000,0.000000
10626.600000,0.000000
10656.800000,0.000000
10686.400000,0.000000
10716.600000,0.000000
10746.700000,0.000000
10776.900000,0.000000
10807.000000,0.000000
10836.600000,0.000000
10866.700000,0.000000
10896.800000,0.000000
10926.900000,0.000000
10957.000000,0.000000
10987.100000,0.000000
11017.100000,0.000000
11047.200000,0.000000
11077.200000,0.000000
11107.200000,0.000000
11137.300000,0.000000
11167.300000,0.000000
11197.300000,0.000000
11227.300000,0.000000
11257.200000,0.000000
11287.200000,0.000000
11317.700000,0.000000
11347.600000,0.000000
11377.600000,0.000000
11407.500000,0.000000
11437.400000,0.000000
11467.800000,0.000000
11497.700000,0.000000
11527.600000,0.000000
11558.000000,0.000000
11587.900000,0.000000
11617.700000,0.000000
11648.100000,0.000000
11677.900000,0.000000
11707.700000,0.000000
11738.000000,0.000000
11767.800000,0.000000
11798.100000,0.000000
11827.900000,0.000000
11858.200000,0.000000
11887.900000,0.000000
11918.200000,0.000000
11948.500000,0.000000
11978.200000,0.000000
12008.400000,0.000000
